course-code,course-title,credits,description,mortarboard,Requisites:
GENETICS/BIOLOGY  522,COMMUNICATING EVOLUTIONARY BIOLOGY,2-3,"Exposure to diverse topics in contemporary evolutionary biology and development of critical thinking and communication skills. Most weeks guest lecturers present their own primary research on a specialized topic in evolutionary biology. Seminars include perspectives from genetics, ecology, geoscience, zoology, botany, microbiology, systematics, molecular biology, and integrative research. Some weeks feature special topics and discussions on pedagogical, legal, outreach, or other issues in evolutionary biology. Includes thinking critically about methodology, experimental design and interpretation, and how conclusions are reached in evolutionary biology by reading primary and secondary literature, attending seminars, discussing topics with speakers and other students, and preparing a written report. The 3-credit version of the course delves deeper into communication of evolutionary biology to researchers, undergraduates, K-12 students, and the general public.",False,"GENETICS 466, 468, ZOOLOGY/ANTHRO/BOTANY  410, or , or concurrent enrollment"
GENETICS 525,EPIGENETICS,3,"Introductory course in epigenetics - the layer of chemical information that sits on top of the genome - that switch genes 'on' or 'off'. Will introduce how the epigenome, in collaboration with the genome, controls versatile biological processes and cell fates. Will also cover the latest advances of how humans can control their own epigenetic destiny by lifestyle, diet, and other environmental factors.",False,GENETICS 466 or 467
GENETICS 527,DEVELOPMENTAL GENETICS FOR CONSERVATION AND REGENERATION,3,"Human-induced factors such as changes in land use and global climate are causing rapid worldwide biodiversity loss. Can modern molecular genetics contribute to species preservation? In this course, we will first explore the challenges and potential of molecular genetic methods based on biobanking, gene editing and nuclear transfer for animal biodiversity preservation. Topics covered will include: i) maternal factors and early animal development, ii) interspecies somatic cell nuclear transfer (isSCNT) and oocyte-mediated reprogramming in animal cloning, iii) developmental, phylogenetic and ecological considerations for biobanking, iv) gene editing and synthetic biology as potential tools to recapture biodiversity. Use knowledge in animal population status, developmental genetics and phylogeny to address real-life problems involving the conservation of threatened animal populations.",False,"GENETICS 466, 467, or BIOCORE 381"
GENETICS 528,BANKING ANIMAL BIODIVERSITY: INTERNATIONAL FIELD STUDY IN COSTA RICA,1,"Study abroad course that provides an on-site educational experience where we use developmental genetics concepts to guide projects of biobanking and oocyte-mediated cloning, as a potential last-defense resort for the preservation of living species under risk of extinction. It will provide hands-on experience in current research and activities in biodiversity areas, including visits to biodiversity-rich ecosystems, on site seminars and demonstrations, biodiversity preservation activities, as well as exposure to local culture and social needs.",False,"GENETICS 466, 467, BIOCORE 381, or ZOOLOGY 470"
GENETICS 545,GENETICS LABORATORY,2,"Gain practical experience in classical and molecular genetic laboratory techniques using plants, animals, and fungi. Topics include complementation and linkage analysis, gene mapping, library screening, yeast and bacterial transformation, restriction analysis, PCR, sequencing, and Southern blot analysis.",False,GENETICS 466 or 467
GENETICS 548,THE GENOMIC REVOLUTION,3,"Profound advances are now possible thanks to genomic data and analysis. Introduces the structure, function, and evolution of genomes. It also outlines the realized and prospective benefits of genomic technology for human health, agriculture, and conservation.",False,"GENETICS 466, 468, or BIOCORE 587"
GENETICS/HORT  550,MOLECULAR APPROACHES FOR POTENTIAL CROP IMPROVEMENT,3,"Introduction of basic concepts of plant molecular biology and molecular techniques in current use. Topics include: organization and regulation of plant genes, gene cloning and analysis, transformation systems for plants, and molecular techniques for crop improvement.",False,BIOCHEM 501 and (GENETICS 466 or 467); or graduate/professional standing
GENETICS 564,GENOMICS AND PROTEOMICS,3,"The basic principles of genomics, proteomics and bioinformatics will be taught through a semester-long project of the students choosing. Creative problem solving in science skills will be learned through a variety of active-learning techniques that include: reading of primary literature, group presentations, peer review, bioinformatic lab exercises, science communication skills (writing visualization), and creating a website. Emphasis will be placed upon how to effectively communicate science (written, oral and written). Topics include: genomic sequencing, phylogeny, domain analysis, transcriptomics, CRISPR screens, chemical genomics, quantitative proteomics and protein networks. Capstone course.",True,"GENETICS 466, 468, or BIOCORE 587. Not open to graduate students"
GENETICS/MD GENET  565,HUMAN GENETICS,3,"Principles, problems, and methods of human genetics. Surveys aspects of medical genetics, biochemical genetics, molecular genetics, cytogenetics, quantitative genetics, and variation as applied to humans.",False,"Graduate/professional standing, GENETICS 466, 468, or BIOCORE 587"
GENETICS 566,ADVANCED GENETICS,3,Principles of classical and modern genetic analysis taught through readings in the scientific literature and group projects. Capstone course.,False,"Declared in Genetics undergraduate program and GENETICS 466, 468, or"
